城市,贷款金额,期限,月供,还款总费用,月管理费,期限最低范围,期限最高范围,还款方式,放款日期,审批时间,担保方式,申请人数,申请条件,总利息
青岛,10万元,12月,10633,2.76,月管理费 2.30%,1,36,分期还款,3,1,信用贷,0,A：按揭车1、身份证2、工作证明3、居住证明4、行驶证5、交强险保单6、车损险保单7、近三个月的还车贷流水B：全款车1、身份证2、工作证明3、居住证明4、行驶证5、交强险保单6、车损险保单7、登记证,27600
青岛,10万元,12月,8607,0.33,参考月利率 0.50%,1,48,分期还款,3,1,自由选,0,1、身份证2、工作证明3、个人征信报告、3-6个月银行流水4、住址证明，例如：合同期内的租赁合同、电费单、水费单、燃气单、电话费单、暂住证、户口本5、鼓励提供房产、车产附加财力证明,2643.3
青岛,10万元,12月,8640,0.37,参考月利率 0.56%,1,12,到期还款,5,3,抵押贷,0,1、身份证2、经营证明3、信用证明4、还款能力证明5、资产证明,2946
青岛,10万元,12月,10333,2.4,月管理费 2.00%,1,36,分期还款,0,1,信用贷,1,21-55周岁、工作满6个月、信用记录良好1、贷款人群：白领上班族2、年龄21-55周岁的中国公民3、月收入3000元以上4、在本单位连续工作6个月以上5、必须有信用记录（贷过款或者使用过信用卡）温馨提示：21-55周岁、工作满6个月、信用记录良好方可申请,24000
青岛,10万元,12月,10113,2.14,月管理费 1.78%,1,36,分期还款,5,3,信用贷,1,22-55周岁、流水3000以上、有信用记录1、年龄条件：22-55周岁2、受薪人士现职单位工作时间不少于6个月3、每月打卡银行流水3000以上4、在业务申请的城市区域工作及居住5、信用报告显示有信用记录6、房产条件：青岛户口可无房产、外地户口需有房产温馨提示：22-55周岁、流水3000以上、有信用记录方可申请,21360
青岛,10万元,12月,10133,2.16,月管理费 1.80%,1,36,分期还款,2,1,信用贷,1,23-55周岁、现单位工作满3个月、信用记录良好1、23-55周岁、本地户籍或有本地房产2、现单位工作满3个月（不含试用期）3、信用记录良好温馨提示：23-55周岁、现单位工作满3个月、信用记录良好方可申请,21600
青岛,10万元,12月,10533,2.64,月管理费 2.20%,1,12,分期还款,3,2,抵押贷,0,1、二代身份证2、机动车登记证（本地车管所登记）、机动车行驶证、交强险保单、车钥匙2把3、暂时只接受本地车管所登记的车辆，其他车管所登记的暂不受理,26400
深圳,10万元,12月,10483,2.58,月管理费 2.15%,1,36,分期还款,1,1,信用贷,1,工作在深圳、税后收入满4000元、有近6个月银行流水1、年龄22-54周岁的中国公民2、工作地区：深圳3、收入要求：税后打卡收入4000元以上，需提供近6个月银行流水4、工作年限：6个月以上（需同时缴纳社保）5、信用要求：申请人在银行系统要有信用记录（如使用信用卡或曾经贷款购房）温馨提示：税后打卡月收入4000元以上、有信用记录的客户方可申请,25800
深圳,10万元,12月,10483,2.58,月管理费 2.15%,1,36,分期还款,1,1,信用贷,1,工作在深圳、税后收入满4000元、有近6个月银行流水1、年龄22-54周岁的中国公民2、工作地区：深圳3、收入要求：税后打卡收入4000元以上，需提供近6个月银行流水4、工作年限：6个月以上（需同时缴纳社保）5、信用要求：申请人在银行系统要有信用记录（如使用信用卡或曾经贷款购房）温馨提示：税后打卡月收入4000元以上、有信用记录的客户方可申请,25800
深圳,10万元,12月,10483,2.58,月管理费 2.15%,1,36,分期还款,1,1,信用贷,1,工作在深圳、税后收入满4000元、有近6个月银行流水1、年龄22-54周岁的中国公民2、工作地区：深圳3、收入要求：税后打卡收入4000元以上，需提供近6个月银行流水4、工作年限：6个月以上（需同时缴纳社保）5、信用要求：申请人在银行系统要有信用记录（如使用信用卡或曾经贷款购房）温馨提示：税后打卡月收入4000元以上、有信用记录的客户方可申请,25800
深圳,10万元,12月,11833,4.2,月管理费 3.50%,1,36,分期还款,1,1,抵押贷,1,车牌在申请人名下、裸车价8万以上、征信良好1、22-55周岁、车牌须在申请人本人名下2、估值要求：裸车价至少8万以上3、车龄要求：最长不超过5年4、其他要求：车辆现未被抵押温馨提示：22-55周岁、车牌须在申请人本人名下方可申请,42000
深圳,10万元,12月,9456,1.35,月管理费 2.00%,1,36,随借随还,2,1,信用贷,1,21-55周岁、名下有车产、信用良好1、21-55周岁2、9座以下非营运轿车和商务车3、车牌不限，即外地车也可，保险购买地也不限 4、行驶证和保险都必须在有效期内5、二手车辆过户时间必须超过三个月，新车非深户必须超过六个月6、车辆登记证原件在手温馨提示：21-55周岁、名下有车产、信用良好方可申请,24000
深圳,10万元,12月,9833,1.8,月管理费 1.50%,1,36,分期还款,2,1,信用贷,1,21-55周岁、本地有房产、有信用记录1、在深圳有全款房产或全国有按揭/抵押房产2、21-55周岁3、有信用记录（用过信用卡、贷款）温馨提示：21-55周岁、本地有房产、有信用记录方可申请,18000
深圳,10万元,12月,9333,1.2,月管理费 1.00%,1,36,分期还款,2,1,信用贷,1,25-55周岁、信用良好、缴纳公积金满一年1、25-55周岁2、信用良好3、需在本地上班4、连续在同一个单位缴纳公积金满一年且基数在4000以上温馨提示：25-55周岁、信用良好、缴纳公积金满一年方可申请,12000
深圳,10万元,12月,10333,2.4,月管理费 2.00%,1,12,分期还款,1,1,抵押贷,1,有工作或者自己做生意、收入稳定、征信良好1、有工作或者自己做生意2、收入稳定3、征信良好温馨提示：有工作或者自己做生意、收入稳定、征信良好方可申请,24000
深圳,10万元,12月,10633,2.76,月管理费 2.30%,1,12,分期还款,3,2,信用贷,1,18—60周岁、中国大陆公民、信用良好1、中国大陆公民2、18—60周岁（只认第二代身份证，有效期在一个月以上）3、信用良好温馨提示：18—60周岁、中国大陆公民、信用良好方可申请,27600
深圳,10万元,12月,10333,2.4,月管理费 2.00%,1,24,分期还款,1,1,抵押贷,1,深圳当地有全款车、车辆登记证在本人手里、裸车价在5万以上1、名下在深圳当地有全款车2、车辆登记证（绿本）在手3、裸车价在5万以上温馨提示：深圳当地有全款车、车辆登记证在本人手里、裸车价在5万以上方可申请,24000
深圳,10万元,12月,11833,4.2,月管理费 3.50%,1,36,分期还款,1,1,担保贷,1,25-55周岁、名下有车、有偿还能力1、车辆全款车即可申请，按揭车需押车2、年满25-55周岁（部分客户要求）3、车贷、房贷已经连续供1年4、企业主公司注册2年、名下有房产者优先温馨提示：25-55周岁、名下有车、有偿还能力方可申请,42000
深圳,10万元,12月,8673,0.41,参考月利率 0.62%,1,24,随借随还,7,5,信用贷,1,名下有本地房产、工作满6个月、税前收入5000以上1、客户类别：公务员、行政事业单位、大型国有企业正式在编人员、公立学校教师、公立医院医生2、收入要求：税前月收入5000元以上，需提供工资流水3、工作年限：在现单位连续工作满6个月以上4、房产要求：需提供名下本地房产5、行业限制：暂不接受私营业主和个体工商户等自雇人士申请温馨提示：名下有本地房产、工作满6个月、税前收入5000以上方可申请,3245.7
深圳,10万元,12月,10333,2.4,月管理费 2.00%,1,36,分期还款,5,3,信用贷,1,申请人为企业主、22-59周岁、个人信用记录良好1、申请人为企业主或个体工商户2、22-59周岁3、个人信用记录良好温馨提示：申请人为企业主、22-59周岁、个人信用记录良好方可申请,24000
深圳,10万元,12月,10833,3,月管理费 2.50%,1,12,分期还款,1,1,抵押贷,0,1、身份证2、居住证（非深户）3、车辆登记证4、行驶证、驾驶证5、车险单、备用钥匙,30000
深圳,10万元,12月,9343,1.21,参考月利率 0.51%,1,60,分期还款,5,3,信用贷,1,稳定工作、近六个月工资流水账、信用良好1、有稳定工作，近六个月工资流水账2、政府、医院、学校、科研院、国企等国资背景机关事业员工、500强及优质民营企业员工3、本人名下有75平米以上房产4、信用良好温馨提示：稳定工作、近六个月工资流水账、信用良好,2403.4
深圳,10万元,12月,10333,2.4,月管理费 2.00%,1,12,分期还款,1,1,抵押贷,0,1、身份证、银行卡2、居住证（非本地户籍者需提供）3、车辆登记证4、行驶证5、交强险和商业全险6、一把备用钥匙,24000
深圳,10万元,12月,8333,0,一次性收费 3.00%,1,12,分期还款,15,1,抵押贷,0,1、身份证2、结婚证3、单身证明4、户口本5、流水6、收入证明7、工作证明8、产权证,3000
深圳,10万元,12月,11333,3.6,月管理费 3.00%,1,12,分期还款,3,1,抵押贷,0,1、身份证2、结婚证3、单身证明4、户口本5、流水6、收入证明7、工作证明8、产权证,36000
深圳,10万元,12月,10333,2.4,参考月利率 1.00%,1,24,分期还款,1,1,信用贷,0,1、身份证2、工作收入证明3、征信报告,3940.3
深圳,10万元,12月,9168,1.6,参考月利率 0.50%,1,12,到期还款,3,1,抵押贷,0,1、房产地址下带有申请者姓名或直系亲属姓名的有效单据2、身份证3、征信报告,2424.5
深圳,10万元,12月,10046,2.06,月管理费 3.00%,1,12,到期还款,1,1,自由选,0,1.身份证，2.车辆登记证，3.行驶证，4.保险单原件，5.居住证，6.银行卡,36000
深圳,10万元,12月,8885,1.06,月管理费 1.00%,1,36,分期还款,3,1,抵押贷,0,1、身份证2、户口本3、婚姻证明4、社保5、6个月银行代发工资流水6、工作证明或劳动合同7、现住址近2月电费单和租赁合同8、申请额度大于5万需提供学历证明,12000
深圳,10万元,12月,9133,0.96,月管理费 0.80%,1,24,分期还款,3,1,信用贷,0,1、申请人（夫妻双方）身份证2、户口本（已婚人士要结婚证）3、收入证明4、6个月银行流水,9600
深圳,10万元,12月,11333,3.6,参考月利率 1.50%,1,12,分期还款,2,1,抵押贷,0,1、身份证2、银行卡3、保险单4、车辆登记证5、行驶证6、2个备用钥匙,4740.4
深圳,10万元,12月,10833,3,月管理费 2.50%,1,12,分期还款,7,3,抵押贷,0,1、银行流水 2、银行征信报告3、结婚证明等,30000
深圳,10万元,12月,9456,1.35,月管理费 2.00%,1,18,到期还款,1,1,信用贷,0,1、身份证2、车辆登记证,24000
深圳,10万元,12月,9456,1.35,月管理费 2.00%,1,18,到期还款,1,1,信用贷,1,名下有车产、裸车价车需要20万以上、信用良好1、名下有车产2、裸车价车需要20万以上3、信用良好温馨提示：名下有车产、裸车价车20万以上、信用良好方可申请,24000
天津,10万元,12月,10533,2.64,月管理费 2.20%,1,36,分期还款,5,3,信用贷,1,21-55周岁、月打卡3000元以上、征信记录良好1、适用人群：国有企业员工、公务员、律师、教师、企业法人、白领上班族2、年龄21-55周岁的中国公民3、在本单位工作满6个月、月打卡工资收入3000以上、自存流水5000以上4、有近3个月银行流水5、信用记录良好（不可信用空白）温馨提示：信用记录半年内不能有连续90天逾期方可申请,26400
天津,10万元,12月,9833,1.8,月管理费 1.50%,1,36,分期还款,2,1,信用贷,1,年满22周岁、本人征信良好、车值8万以上1、年满22周岁2、本人征信良好3、车辆要求本市牌照、车值8万以上4、二手车要求原始车值12万以上温馨提示：本人征信良好、本市牌照、车值8万以上、二手车要求原始车值12万以上方可申请,18000
天津,10万元,12月,10533,2.64,月管理费 2.20%,1,36,分期还款,5,3,信用贷,1,21-55周岁、月打卡3000元以上、征信记录良好1、适用人群：国有企业员工、公务员、律师、教师、企业法人、白领上班族2、年龄21-55周岁的中国公民3、在本单位工作满6个月、月打卡工资收入3000以上、自存流水5000以上4、有近3个月银行流水5、信用记录良好（不可信用空白）温馨提示：信用记录半年内不能有连续90天逾期方可申请,26400
天津,10万元,12月,9833,1.8,月管理费 1.50%,1,36,分期还款,2,1,信用贷,1,年满22周岁、本人征信良好、车值8万以上1、年满22周岁2、本人征信良好3、车辆要求本市牌照、车值8万以上4、二手车要求原始车值12万以上温馨提示：本人征信良好、本市牌照、车值8万以上、二手车要求原始车值12万以上方可申请,18000
